Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Month,Week,Year,IsHoliday
25,87,2010-08-20,7868.78,False,B,128107,71.81,2.779,,,,,,204.8217044,7.527,False,8,33,2010,0
27,27,2010-12-03,2184.62,False,A,204184,41.81,3.2,,,,,,136.6075714,8.021,False,12,48,2010,0
36,26,2010-04-16,165.22,False,A,39910,66.74,2.769,,,,,,209.2691428,8.464,False,4,15,2010,0
38,46,2012-07-20,5699.11,False,C,39690,85.53,3.726,75.04,,0.19,,1281.95,130.7012903,10.926,False,7,29,2012,0
40,14,2011-08-05,11854.0,False,A,155083,68.1,3.903,,,,,,136.0540323,4.584,False,8,31,2011,0
25,46,2011-12-23,30549.6,False,B,128107,36.56,3.389,2729.99,80.12,1689.22,26.97,3547.38,212.2360401,7.082,False,12,51,2011,0
2,3,2012-04-27,10419.11,False,A,202307,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.255812,6.891,False,4,17,2012,0
2,11,2012-05-25,24026.31,False,A,202307,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828029,6.891,False,5,21,2012,0
16,45,2010-04-09,12.94,False,B,57197,34.21,2.75,,,,,,189.6901012,6.842,False,4,14,2010,0
24,11,2012-01-13,14416.71,False,A,203819,36.5,3.666,3545.34,8743.62,127.43,819.74,4434.08,136.753,8.659,False,1,2,2012,0
19,38,2011-07-15,80494.19,False,A,203819,73.7,3.915,,,,,,135.7837419,7.806,False,7,28,2011,0
24,22,2010-06-25,11851.56,False,A,203819,74.9,2.958,,,,,,132.4976,8.211,False,6,25,2010,0
16,40,2012-07-06,35581.6,False,B,57197,70.49,3.646,1559.36,68.8,13.1,420.62,6013.75,197.8322195,6.061,False,7,27,2012,0
28,9,2011-09-23,14359.87,False,A,206302,82.95,3.789,,,,,,129.5183333,13.503,False,9,38,2011,0
4,92,2012-09-14,180938.15,False,A,205863,68.2,3.706,13802.34,,23.12,3643.77,12517.18,130.9776667,4.077,False,9,37,2012,0
35,5,2012-03-30,18559.82,False,B,103681,49.4,3.953,19560.85,77.41,7.4,4081.77,3629.96,141.6990864,8.744,False,3,13,2012,0
22,3,2012-08-31,46965.08,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753,False,8,35,2012,0
2,11,2012-03-09,18203.78,False,A,202307,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False,3,10,2012,0
5,45,2011-01-14,33.41,False,B,34875,37.74,2.983,,,,,,212.008514,6.634,False,1,2,2011,0
19,31,2012-06-15,1790.78,False,A,203819,68.19,3.786,9987.83,697.0,0.05,2837.84,4710.66,138.1295333,8.15,False,6,24,2012,0
28,4,2011-06-24,26177.42,False,A,206302,88.95,3.898,,,,,,129.0663,13.736,False,6,25,2011,0
6,21,2010-02-05,11793.23,False,A,202505,40.43,2.572,,,,,,212.6223518,7.259,False,2,5,2010,0
1,6,2011-07-15,3154.33,False,A,151315,88.54,3.575,,,,,,215.3611087,7.962,False,7,28,2011,0
5,40,2012-01-20,20545.13,False,B,34875,54.65,3.268,761.25,2100.24,,132.63,1276.75,220.5694104,5.943,False,1,3,2012,0
21,18,2011-01-21,1389.32,False,B,140167,42.72,3.016,,,,,,211.4864691,8.028,False,1,3,2011,0
18,56,2011-07-29,962.86,False,B,120653,73.85,3.898,,,,,,135.9639355,8.89,False,7,30,2011,0
11,20,2011-04-01,9466.88,False,A,207499,69.1,3.524,,,,,,218.2114184,7.574,False,4,13,2011,0
45,30,2011-04-08,2631.86,False,B,118221,48.71,3.72,,,,,,185.3636656,8.521,False,4,14,2011,0
23,27,2011-04-01,2804.14,False,B,114533,29.44,3.638,,,,,,134.0682581,4.781,False,4,13,2011,0
5,24,2011-10-21,1886.75,False,B,34875,66.9,3.353,,,,,,218.0852999,6.3,False,10,42,2011,0
35,9,2012-07-27,16834.24,False,B,103681,76.01,3.647,5446.22,,10.88,6221.18,2764.62,142.2126924,8.839,False,7,30,2012,0
17,24,2010-06-11,4208.36,False,B,93188,57.14,2.841,,,,,,126.1119032,6.635,False,6,23,2010,0
42,44,2012-08-10,7.94,False,C,39690,90.78,3.811,69.32,,18.08,,353.19,130.7561613,7.17,False,8,32,2012,0
13,98,2010-03-19,15620.09,False,A,219622,42.49,2.782,,,,,,126.6066452,8.316,False,3,11,2010,0
38,92,2012-08-03,55079.13,False,C,39690,88.16,3.76,525.42,,16.93,49.05,1689.86,130.737871,10.926,False,8,31,2012,0
10,94,2011-02-18,5557.5,False,B,126512,61.77,3.43,,,,,,127.99525,8.744,False,2,7,2011,0
4,25,2010-03-12,12840.0,False,A,205863,49.63,2.704,,,,,,126.6042857,8.623,False,3,10,2010,0
16,94,2011-08-05,-4.88,False,B,57197,63.96,3.554,,,,,,193.9110133,6.338,False,8,31,2011,0
19,50,2010-11-26,1030.0,True,A,203819,42.62,3.186,,,,,,132.8369333,8.067,True,11,47,2010,1
44,23,2012-04-20,23.01,False,C,39910,50.24,3.845,58.34,0.73,7.7,,402.9,131.1173333,5.621,False,4,16,2012,0
43,93,2012-05-18,36370.0,False,C,41062,72.06,3.63,939.16,,,,1477.98,213.1753618,9.575,False,5,20,2012,0
12,31,2012-09-07,3819.43,True,B,112238,88.52,4.124,17640.02,84.0,46.18,3202.21,2634.17,130.9325484,10.926,True,9,36,2012,1
25,27,2010-11-12,1651.37,False,B,128107,40.68,2.931,,,,,,205.2098614,7.484,False,11,45,2010,0
43,40,2012-05-18,16672.62,False,C,41062,72.06,3.63,939.16,,,,1477.98,213.1753618,9.575,False,5,20,2012,0
29,10,2011-12-02,8518.78,False,B,93638,49.11,3.501,2167.06,,1457.99,820.49,6387.74,136.4909333,9.357,False,12,48,2011,0
24,11,2012-08-10,14084.42,False,A,203819,75.53,3.863,37938.11,798.52,178.81,12823.7,5682.73,138.1437742,8.953,False,8,32,2012,0
45,44,2010-05-28,2329.77,False,B,118221,69.27,2.899,,,,,,182.0464181,8.899,False,5,21,2010,0
15,5,2010-09-24,10551.88,False,B,123737,62.53,2.837,,,,,,132.7619333,8.099,False,9,38,2010,0
14,21,2012-08-10,7001.1,False,A,200898,78.65,3.722,32432.09,23.68,32.44,4309.81,3570.81,191.1626135,8.684,False,8,32,2012,0
20,12,2012-06-22,10267.45,False,A,203742,76.51,3.564,12173.74,875.7,2.36,4195.01,7516.62,214.606,7.139,False,6,25,2012,0
39,27,2010-05-28,776.69,False,A,184109,80.22,2.759,,,,,,209.6660514,8.464,False,5,21,2010,0
26,2,2011-01-07,24002.83,False,A,152513,21.13,3.193,,,,,,132.8823226,7.907,False,1,1,2011,0
39,42,2010-07-09,3174.02,False,A,184109,81.1,2.642,,,,,,209.8708867,8.36,False,7,27,2010,0
27,7,2011-10-28,33886.39,False,A,204184,51.81,3.757,,,,,,140.4447903,7.906,False,10,43,2011,0
5,20,2011-10-28,1020.67,False,B,34875,69.27,3.372,,,,,,218.2468539,6.3,False,10,43,2011,0
7,79,2011-01-28,5378.29,False,B,70713,10.11,3.008,,,,,,191.667891,8.818,False,1,4,2011,0
9,12,2011-11-04,5550.75,False,B,125833,54.46,3.332,,,,,,221.4820921,6.054,False,11,44,2011,0
23,52,2011-01-07,2961.65,False,B,114533,27.81,3.193,,,,,,132.8823226,5.114,False,1,1,2011,0
24,26,2011-08-26,8611.1,False,A,203819,69.94,3.906,,,,,,136.2136129,8.358,False,8,34,2011,0
31,82,2012-08-24,16817.15,False,A,203750,77.72,3.62,6690.73,25.88,0.01,4768.97,7329.68,221.8083518,6.565,False,8,34,2012,0
3,25,2010-07-16,3074.83,False,B,37392,84.32,2.623,,,,,,214.4176476,7.346,False,7,28,2010,0
26,31,2011-04-15,917.45,False,A,152513,39.46,3.823,,,,,,134.2784667,7.818,False,4,15,2011,0
5,12,2010-08-20,2385.15,False,B,34875,87.71,2.664,,,,,,212.1608984,6.496,False,8,33,2010,0
44,81,2010-07-30,7262.81,False,C,39910,78.94,2.797,,,,,,126.1069032,7.804,False,7,30,2010,0
38,16,2012-07-20,625.15,False,C,39690,85.53,3.726,75.04,,0.19,,1281.95,130.7012903,10.926,False,7,29,2012,0
31,83,2011-11-18,7971.91,False,A,203750,61.9,3.308,6756.03,591.76,71.38,462.18,12533.58,217.8670218,7.441,False,11,46,2011,0
43,20,2011-05-27,5.97,False,C,41062,80.89,3.786,,,,,,207.3119816,10.581,False,5,21,2011,0
21,71,2012-08-17,3512.5,False,B,140167,85.55,3.571,3036.2,15.6,50.0,3128.07,1844.7,221.6751459,6.565,False,8,33,2012,0
4,55,2011-06-24,17387.49,False,A,205863,81.85,3.57,,,,,,129.0663,5.946,False,6,25,2011,0
24,96,2010-10-15,10554.92,False,A,203819,52.83,2.999,,,,,,132.7633548,8.275,False,10,41,2010,0
42,49,2012-10-05,35.79,False,C,39690,80.88,4.132,479.07,,6.0,10.64,2565.13,131.0756667,6.943,False,10,40,2012,0
2,96,2011-12-23,42138.76,False,A,202307,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,False,12,51,2011,0
15,95,2010-07-16,30638.05,False,B,123737,72.83,2.933,,,,,,132.5667742,8.099,False,7,28,2010,0
43,1,2011-09-23,4957.1,False,C,41062,78.98,3.467,,,,,,208.1642143,10.641,False,9,38,2011,0
27,87,2010-10-01,16990.52,False,A,204184,70.19,2.84,,,,,,136.6297571,8.021,False,10,39,2010,0
44,20,2011-07-01,100.58,False,C,39910,74.29,3.613,,,,,,129.0894,6.56,False,7,26,2011,0
15,19,2010-09-24,1804.61,False,B,123737,62.53,2.837,,,,,,132.7619333,8.099,False,9,38,2010,0
11,28,2010-07-16,548.54,False,A,207499,84.9,2.623,,,,,,214.4176476,7.346,False,7,28,2010,0
18,35,2011-11-25,3232.85,True,B,120653,41.97,3.536,748.82,46.0,71366.86,19.0,577.4,136.4788,8.471,True,11,47,2011,1
9,21,2012-10-26,3585.47,False,B,125833,69.52,3.506,512.23,3.0,8.0,,1666.38,227.2328068,4.954,False,10,43,2012,0
35,11,2010-02-05,17592.31,False,B,103681,27.19,2.784,,,,,,135.3524608,9.262,False,2,5,2010,0
45,92,2012-06-01,42882.18,False,B,118221,74.48,3.742,10643.62,48.2,201.56,2599.35,1856.97,191.0091712,8.567,False,6,22,2012,0
20,18,2010-03-19,7747.36,False,A,203742,47.32,2.844,,,,,,204.3782258,8.187,False,3,11,2010,0
25,67,2012-06-29,7318.9,False,B,128107,69.84,3.506,3374.98,537.8,,712.78,1992.95,214.6466757,7.139,False,6,26,2012,0
25,87,2010-10-15,4973.84,False,B,128107,54.09,2.868,,,,,,205.0137637,7.484,False,10,41,2010,0
38,21,2011-05-27,1016.55,False,C,39690,76.67,4.087,,,,,,129.0623548,13.736,False,5,21,2011,0
13,91,2011-12-16,85913.95,False,A,219622,27.85,3.282,3272.56,556.15,959.55,424.43,5933.01,129.8980645,6.392,False,12,50,2011,0
22,38,2011-08-26,67652.79,False,B,119557,72.22,3.796,,,,,,140.1629528,8.023,False,8,34,2011,0
35,83,2011-08-05,613.14,False,B,103681,78.14,3.842,,,,,,139.9896486,8.684,False,8,31,2011,0
6,97,2011-07-01,25149.4,False,A,202505,87.0,3.524,,,,,,216.7257388,6.925,False,7,26,2011,0
12,19,2010-07-23,2880.33,False,B,112238,99.22,3.112,,,,,,126.1283548,14.18,False,7,29,2010,0
29,35,2010-04-30,1967.0,False,B,93638,50.96,2.935,,,,,,132.0644333,10.16,False,4,17,2010,0
13,82,2012-01-20,23728.93,False,A,219622,32.71,3.047,3150.56,6765.52,87.63,1196.17,3136.96,130.2792258,6.104,False,1,3,2012,0
18,60,2012-03-16,90.0,False,B,120653,45.84,3.867,9284.23,167.65,4.93,2554.94,2070.14,137.5843871,8.075,False,3,11,2012,0
28,37,2010-04-09,1886.01,False,A,206302,59.25,3.09,,,,,,126.6019032,14.099,False,4,14,2010,0
36,42,2010-06-18,42.84,False,A,39910,84.37,2.572,,,,,,210.2108417,8.464,False,6,24,2010,0
4,55,2010-12-17,47070.91,False,A,205863,46.57,2.884,,,,,,126.8794839,7.127,False,12,50,2010,0
4,20,2011-11-18,8007.26,False,A,205863,50.44,3.294,4539.94,840.56,372.9,613.96,5358.13,129.8268333,5.143,False,11,46,2011,0
31,20,2012-09-07,6207.33,True,A,203750,88.4,3.73,13401.91,61.94,511.63,2215.91,3508.73,222.0747635,6.565,True,9,36,2012,1
25,31,2010-03-05,1783.0,False,B,128107,29.45,2.777,,,,,,204.4940734,8.187,False,3,9,2010,0
41,49,2012-01-27,5520.53,False,A,196321,33.15,3.038,2464.6,2126.51,112.01,129.54,817.31,196.8262786,6.589,False,1,4,2012,0
18,23,2010-08-27,42652.57,False,B,120653,67.05,2.77,,,,,,132.6932258,9.342,False,8,34,2010,0
10,14,2011-09-09,33612.95,True,B,126512,89.06,3.771,,,,,,129.3686129,8.257,True,9,36,2011,1
24,3,2012-04-20,6154.76,False,A,203819,61.05,4.17,10959.96,3425.69,79.48,1682.87,4506.82,137.9230667,8.983,False,4,16,2012,0
5,95,2011-12-09,17650.64,False,B,34875,44.12,3.158,2546.5,,83.07,523.27,3118.64,219.540637,6.3,False,12,49,2011,0
42,42,2012-01-06,167.27,False,C,39690,59.85,3.443,2.91,2655.21,77.86,,649.61,130.1575161,7.545,False,1,1,2012,0
9,56,2010-11-05,83.66,False,B,125833,58.69,2.689,,,,,,215.5065452,6.56,False,11,44,2010,0
44,79,2011-12-16,4091.89,False,C,39910,27.85,3.282,29.4,,6.75,,1041.62,129.8980645,6.078,False,12,50,2011,0
28,12,2011-07-08,3131.17,False,A,206302,89.9,3.705,,,,,,129.1125,13.503,False,7,27,2011,0
20,2,2010-10-15,75347.76,False,A,203742,59.17,2.868,,,,,,205.0137637,7.484,False,10,41,2010,0
40,35,2011-04-08,2764.97,False,A,155083,34.77,3.72,,,,,,134.1777742,4.781,False,4,14,2011,0
1,3,2010-05-28,8412.69,False,A,151315,80.44,2.759,,,,,,210.8967606,7.808,False,5,21,2010,0
20,13,2012-05-04,58900.0,False,A,203742,62.74,3.951,24594.6,496.0,38.52,9381.13,4648.85,214.4771081,7.139,False,5,18,2012,0
32,29,2012-09-21,3546.67,False,A,203007,63.49,3.765,7161.18,88.82,3.0,1011.45,5347.22,198.358523,7.872,False,9,38,2012,0
18,50,2012-03-09,1205.0,False,B,120653,38.1,3.876,7410.18,368.19,25.46,1852.39,2332.07,137.5066897,8.075,False,3,10,2012,0
30,16,2010-10-22,1358.0,False,C,42988,70.72,2.725,,,,,,211.5187208,8.163,False,10,42,2010,0
34,25,2011-03-18,7506.58,False,A,158114,55.58,3.495,,,,,,128.5121935,10.398,False,3,11,2011,0
28,6,2011-09-30,3380.3,False,A,206302,83.26,3.877,,,,,,129.6060667,13.503,False,9,39,2011,0
18,98,2010-05-21,49.02,False,B,120653,60.27,2.961,,,,,,132.2230323,9.269,False,5,20,2010,0
8,13,2012-08-10,26918.74,False,A,155078,83.74,3.494,11811.65,26.0,59.03,2215.73,2801.89,225.5226885,5.401,False,8,32,2012,0
21,60,2010-06-25,272.8,False,B,140167,87.01,2.653,,,,,,210.9950134,8.2,False,6,25,2010,0
10,26,2012-07-20,15194.32,False,B,126512,84.45,3.589,6596.8,-1.6,44.6,4275.27,10650.28,130.7012903,7.17,False,7,29,2012,0
1,58,2012-04-13,1685.0,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False,4,15,2012,0
35,18,2010-04-30,0.5,False,B,103681,53.55,2.921,,,,,,135.9170833,9.051,False,4,17,2010,0
14,31,2011-04-29,2817.72,False,A,200898,66.18,3.962,,,,,,185.8029526,8.521,False,4,17,2011,0
14,56,2011-12-09,4139.03,False,A,200898,46.57,3.415,7297.72,15.0,342.71,4849.0,7509.9,188.6544692,8.523,False,12,49,2011,0
36,59,2010-02-26,70.42,False,A,39910,50.87,2.52,,,,,,210.0771885,8.554,False,2,8,2010,0
14,72,2010-08-20,89745.33,False,A,200898,76.01,2.779,,,,,,182.6165205,8.743,False,8,33,2010,0
1,72,2011-05-20,32615.01,False,A,151315,67.63,3.907,,,,,,215.7339202,7.682,False,5,20,2011,0
23,72,2010-08-13,63175.29,False,B,114533,67.43,2.81,,,,,,132.63,5.326,False,8,32,2010,0
4,3,2010-07-23,31660.07,False,A,205863,79.78,2.612,,,,,,126.1283548,7.372,False,7,29,2010,0
40,21,2011-06-17,5700.2,False,A,155083,59.16,3.873,,,,,,135.0837333,4.781,False,6,24,2011,0
20,17,2011-07-15,15347.18,False,A,203742,74.88,3.76,,,,,,208.5309337,7.274,False,7,28,2011,0
45,87,2011-06-03,4470.01,False,B,118221,76.38,3.922,,,,,,185.7545,8.521,False,6,22,2011,0
33,12,2011-03-11,10.14,False,A,39690,66.51,3.63,,,,,,128.3995,8.951,False,3,10,2011,0
39,52,2012-09-07,2081.75,True,A,184109,83.71,3.73,22865.19,31.76,197.48,1883.05,10351.49,221.1181142,6.623,True,9,36,2012,1
3,11,2011-12-30,8143.34,True,B,37392,48.29,3.129,1449.16,14356.07,66.66,81.43,777.35,223.0090839,7.197,True,12,52,2011,1
1,28,2011-10-07,548.26,False,A,151315,69.31,3.285,,,,,,217.0453684,7.866,False,10,40,2011,0
31,67,2010-02-05,6939.56,False,A,203750,39.05,2.572,,,,,,210.7526053,8.324,False,2,5,2010,0
10,97,2011-01-28,5361.39,False,B,126512,53.03,3.231,,,,,,127.5800323,8.744,False,1,4,2011,0
23,16,2010-02-05,4269.59,False,B,114533,15.25,2.788,,,,,,131.5279032,5.892,False,2,5,2010,0
2,85,2010-07-23,4413.0,False,A,202307,87.66,2.608,,,,,,210.8921319,8.099,False,7,29,2010,0
34,96,2011-11-18,18675.21,False,A,158114,46.0,3.294,4673.94,1014.27,132.18,799.24,5734.11,129.8268333,10.148,False,11,46,2011,0
34,67,2011-07-22,4853.51,False,A,158114,80.75,3.627,,,,,,129.1507742,10.641,False,7,29,2011,0
8,67,2012-02-24,4296.51,False,A,155078,46.33,3.555,9712.39,4960.15,1.0,2441.26,5314.33,224.1809207,5.825,False,2,8,2012,0
18,4,2011-01-07,27402.73,False,B,120653,30.1,3.193,,,,,,132.8823226,9.131,False,1,1,2011,0
30,91,2010-12-24,31218.16,False,C,42988,51.29,2.886,,,,,,211.0646599,8.163,False,12,51,2010,0
25,12,2011-10-14,3438.61,False,B,128107,58.95,3.541,,,,,,210.4027602,7.082,False,10,41,2011,0
18,81,2011-11-18,13609.5,False,B,120653,47.88,3.571,5223.35,1781.71,182.6,1170.74,4346.68,136.4666667,8.471,False,11,46,2011,0
12,59,2011-11-04,794.57,False,B,112238,59.77,3.828,,,,,,129.8051935,12.89,False,11,44,2011,0
24,58,2012-08-24,1895.0,False,A,203819,68.13,3.997,8778.19,280.89,91.01,8868.81,3798.51,138.2814516,8.953,False,8,34,2012,0
2,18,2012-09-28,10341.89,False,A,202307,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,222.6164329,6.565,False,9,39,2012,0
10,4,2012-05-11,46364.2,False,B,126512,76.03,4.186,10837.25,,105.67,4736.02,2747.36,131.1453333,7.382,False,5,19,2012,0
10,55,2012-08-10,9305.91,False,B,126512,90.78,3.811,15282.47,,58.8,5537.01,14827.71,130.7561613,7.17,False,8,32,2012,0
34,79,2011-01-28,15301.3,False,A,158114,34.68,3.022,,,,,,127.5800323,10.398,False,1,4,2011,0
25,26,2010-09-10,4709.55,True,B,128107,61.14,2.699,,,,,,204.7266827,7.527,True,9,36,2010,1
35,36,2012-10-19,3872.78,False,B,103681,56.53,3.969,2694.71,,4.98,526.09,2051.88,142.8633629,8.665,False,10,42,2012,0
7,18,2012-10-05,3508.37,False,B,70713,48.43,3.779,2955.56,,9.9,2240.78,1324.84,198.8221322,7.557,False,10,40,2012,0
9,79,2012-04-27,12997.94,False,B,125833,73.07,3.814,409.76,,0.4,7.88,7179.53,225.3672537,5.539,False,4,17,2012,0
5,21,2012-06-29,1252.08,False,B,34875,87.08,3.286,1053.25,12.75,,113.8,1300.11,222.4307191,5.801,False,6,26,2012,0
20,33,2011-09-09,10162.94,True,A,203742,68.74,3.738,,,,,,209.0225562,7.274,True,9,36,2011,1
26,1,2010-11-26,16822.53,True,A,152513,28.11,3.07,,,,,,132.8369333,8.149,True,11,47,2010,1
45,55,2012-05-18,4454.57,False,B,118221,66.3,3.848,6813.74,,13.86,936.49,2941.55,190.9964479,8.567,False,5,20,2012,0
12,38,2011-05-06,52437.74,False,B,112238,68.4,4.193,,,,,,129.0444333,13.736,False,5,18,2011,0
16,83,2011-10-07,165.8,False,B,57197,48.91,3.498,,,,,,194.9459724,6.232,False,10,40,2011,0
30,85,2010-11-19,24.11,False,C,42988,51.71,2.771,,,,,,211.5470304,8.163,False,11,46,2010,0
25,46,2010-04-23,19113.38,False,B,128107,46.12,2.902,,,,,,203.6905586,7.856,False,4,16,2010,0
14,9,2011-07-29,24282.21,False,A,200898,81.31,3.829,,,,,,186.2955962,8.625,False,7,30,2011,0
5,55,2012-10-12,2722.68,False,B,34875,66.24,3.601,1355.87,,4.0,453.98,3562.36,223.974787,5.422,False,10,41,2012,0
22,60,2010-06-11,264.0,False,B,119557,65.01,2.83,,,,,,136.2874263,8.348,False,6,23,2010,0
20,44,2011-04-08,8064.32,False,A,203742,47.09,3.72,,,,,,208.1092642,7.287,False,4,14,2011,0
39,29,2010-12-31,5091.25,True,A,184109,52.45,2.943,,,,,,210.182398,8.476,True,12,52,2010,1
4,7,2010-03-12,32274.55,False,A,205863,49.63,2.704,,,,,,126.6042857,8.623,False,3,10,2010,0
28,25,2011-09-23,13639.11,False,A,206302,82.95,3.789,,,,,,129.5183333,13.503,False,9,38,2011,0
2,25,2010-05-28,17879.25,False,A,202307,81.13,2.759,,,,,,210.5552301,8.2,False,5,21,2010,0
7,60,2011-02-25,132.0,False,B,70713,17.46,3.101,,,,,,191.9647167,8.818,False,2,8,2011,0
17,79,2011-03-11,27734.29,False,B,93188,32.42,3.346,,,,,,128.3995,6.866,False,3,10,2011,0
20,27,2011-02-04,3007.06,False,A,203742,28.58,3.231,,,,,,205.7329407,7.343,False,2,5,2011,0
43,81,2011-09-02,17802.54,False,C,41062,87.84,3.533,,,,,,207.6206959,10.641,False,9,35,2011,0
38,20,2012-03-30,183.35,False,C,39690,64.36,4.294,212.26,0.5,,28.77,1121.52,130.9670968,12.187,False,3,13,2012,0
31,20,2011-08-05,6513.56,False,A,203750,94.22,3.684,,,,,,215.1978515,7.852,False,8,31,2011,0
14,9,2010-05-21,29121.03,False,A,200898,62.62,2.958,,,,,,181.8538486,8.899,False,5,20,2010,0
36,87,2012-01-06,285.0,False,A,39910,57.18,3.129,5.92,2257.39,2.86,,1024.9,218.4062876,7.244,False,1,1,2012,0
28,80,2012-09-28,14536.13,False,A,206302,81.22,3.966,5977.78,7.91,2.16,2458.5,6671.45,131.043,10.926,False,9,39,2012,0
22,1,2012-02-17,44028.72,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503,False,2,7,2012,0
31,21,2011-04-01,4253.16,False,A,203750,56.36,3.524,,,,,,214.4886908,7.931,False,4,13,2011,0
33,2,2011-05-06,7663.52,False,A,39690,77.92,4.193,,,,,,129.0444333,8.687,False,5,18,2011,0
25,5,2011-06-10,9124.24,False,B,128107,71.45,3.881,,,,,,208.1535092,7.287,False,6,23,2011,0
28,28,2010-05-14,544.56,False,A,206302,68.44,3.145,,,,,,126.2085484,14.099,False,5,19,2010,0
3,91,2010-12-31,203.23,True,B,37392,53.2,2.943,,,,,,214.6986466,7.564,True,12,52,2010,1
1,3,2010-12-24,12080.36,False,A,151315,52.33,2.886,,,,,,211.4051222,7.838,False,12,51,2010,0
37,93,2011-05-13,20673.19,False,C,39910,76.73,3.899,,,,,,214.6899778,8.3,False,5,19,2011,0
45,44,2011-08-26,2034.05,False,B,118221,72.55,3.704,,,,,,186.5641172,8.625,False,8,34,2011,0
13,52,2012-01-13,3716.13,False,A,219622,25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.104,False,1,2,2012,0
12,82,2010-09-24,12527.04,False,B,112238,81.77,2.939,,,,,,126.1900333,14.18,False,9,38,2010,0
39,46,2012-02-17,32101.16,False,A,184109,52.75,3.51,15632.4,6962.91,24.9,6631.5,23647.05,219.1148297,7.244,False,2,7,2012,0
6,71,2011-11-11,5338.66,False,A,202505,61.33,3.297,12590.41,2173.66,123.2,3108.55,5416.96,219.5631135,6.551,False,11,45,2011,0
45,41,2012-05-11,3433.41,False,B,118221,61.24,3.889,12611.18,,21.36,1667.39,2313.12,190.9764167,8.567,False,5,19,2012,0
44,91,2010-09-24,17990.05,False,C,39910,68.22,2.872,,,,,,126.1900333,7.804,False,9,38,2010,0
13,13,2010-07-30,44891.24,False,A,219622,78.94,2.797,,,,,,126.1069032,7.951,False,7,30,2010,0
9,91,2012-08-24,1000.94,False,B,125833,77.9,3.62,1524.71,,1.8,501.16,4241.59,225.9364729,5.277,False,8,34,2012,0
28,46,2012-03-30,18229.13,False,A,206302,64.36,4.294,11704.17,57.61,11.85,1537.38,2536.67,130.9670968,12.187,False,3,13,2012,0
40,46,2011-06-17,9649.56,False,A,155083,59.16,3.873,,,,,,135.0837333,4.781,False,6,24,2011,0
8,14,2011-02-18,12173.94,False,A,155078,50.64,3.045,,,,,,216.6310383,6.262,False,2,7,2011,0
32,41,2010-11-26,3363.25,True,A,203007,29.97,2.742,,,,,,191.0121805,9.137,True,11,47,2010,1
32,31,2012-08-24,4984.38,False,A,203007,70.12,3.558,5446.99,147.41,127.58,3394.31,5920.55,198.0984199,7.872,False,8,34,2012,0
13,54,2010-07-16,354.0,False,A,219622,77.79,2.791,,,,,,126.1498065,7.951,False,7,28,2010,0
5,28,2011-10-21,234.52,False,B,34875,66.9,3.353,,,,,,218.0852999,6.3,False,10,42,2011,0
8,30,2011-02-18,3356.5,False,A,155078,50.64,3.045,,,,,,216.6310383,6.262,False,2,7,2011,0
5,5,2010-06-25,6242.62,False,B,34875,83.72,2.653,,,,,,211.8960815,6.465,False,6,25,2010,0
10,9,2012-03-16,70983.73,False,B,126512,62.11,4.273,3977.45,-10.5,6.03,1928.5,2273.92,130.8261935,7.545,False,3,11,2012,0
24,98,2010-04-09,10843.8,False,A,203819,62.06,2.992,,,,,,131.9408065,8.211,False,4,14,2010,0
33,24,2011-12-09,25.41,False,A,39690,47.7,3.644,9.88,,6.93,,1580.88,129.8555333,8.01,False,12,49,2011,0
3,14,2010-02-26,5550.58,False,B,37392,52.05,2.561,,,,,,214.6475127,7.368,False,2,8,2010,0
32,80,2011-02-25,16029.2,False,A,203007,33.0,3.101,,,,,,191.9647167,8.818,False,2,8,2011,0
7,27,2012-09-14,711.28,False,B,70713,53.66,3.659,3180.52,,5.03,709.04,5384.1,198.1267184,7.872,False,9,37,2012,0
7,49,2012-07-13,9.91,False,B,70713,64.21,3.613,1562.86,85.7,0.35,424.66,57029.78,197.8788621,7.872,False,7,28,2012,0
9,30,2011-04-29,1623.42,False,B,125833,70.85,3.81,,,,,,219.2588382,6.38,False,4,17,2011,0
36,13,2011-04-08,13815.81,False,A,39910,69.39,3.645,,,,,,213.8116658,8.3,False,4,14,2011,0
25,4,2011-02-25,16505.8,False,B,128107,28.36,3.274,,,,,,206.6424093,7.343,False,2,8,2011,0
16,91,2011-06-03,1150.13,False,B,57197,54.08,3.763,,,,,,192.8418131,6.339,False,6,22,2011,0
2,20,2012-07-13,5855.37,False,A,202307,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,False,7,28,2012,0
